Jazz;{Jazz fusion|Bass guitar|Clarinet|Double bass|Drum kit|Guitar|Hammond organ|Harmonica|Piano|Saxophone|Trombone|Trumpet|Vibraphone|Singing|Electric piano|Synthesizer|Electric guitar};{Blues|Folk music|Ragtime|American march music|Classical music}
Jazz-funk;{Bass guitar|Drum kit|Guitar|Piano|Saxophone|Trombone|Trumpet|Rhodes piano|Singing|Electric piano|Wurlitzer electric piano|Clavinet|Moog synthesizer|Analog synthesizer|ARP String Ensemble|ARP Odyssey};{Funk|Rhythm and blues|Soul music|Soul jazz|Jazz}
Jazz fusion;{Bass guitar|Drum kit|Piano|Saxophone|Trumpet|Electric piano|Electric guitar|Electronic keyboard};{Blues|Funk|Rock music|Bebop|Jazz|20th-century classical music|Psychedelic music}
Jazz rap;{Bass guitar|Clarinet|Drum kit|Flute|Piano|Saxophone|Trombone|Trumpet|Electric guitar|Turntablism};{Funk|Jazz fusion|Hip hop music|Jazz}
Jeongak;NULL;NULL
Jerkin';Sampler (musical instrument);{West Coast hip hop|Hyphy}
Jersey club;{Drum machine|Music sequencer|Digital audio workstation|Sampler (musical instrument)|Turntablism};{House music|Crunk|Bounce music|Baltimore club|Hip hop music}
Jesus music;{Bass guitar|Piano|Percussion instrument|Acoustic guitar|Electric guitar};{Folk music|Folk rock|Christian music}
Jewish hip hop;{Rapping|Sampling (music)|Beatboxing|Turntablism};{Reggae|World music|Klezmer|Hip hop music|Jewish music}
Jewish rock music;NULL;{Folk music|Rock music|Klezmer|Jam band|Contemporary Jewish religious music}
Jing ping;{Accordion|Bass guitar|Drum kit|Tambourine|Güiro|Synthesizer|Boom_pipe};NULL
Jit;{Bass guitar|Drum kit|Electric guitar};{Disco|Rock and roll|Soukous|Music of Tanzania|Chimurenga}
Jump blues;{Brass instrument|Double bass|Drum kit|Piano|Saxophone|Electric guitar|Rhythm guitar};{Blues|Big band|Swing music|Boogie-woogie|Jazz}
Jumpstyle;{Keyboard instrument|Music sequencer|Roland TR-808|Synthesizer|Sampler (musical instrument)|Roland TR-909};{Industrial music|Hardcore (electronic dance music genre)|Hardstyle|Mákina|Tech trance|Techno|Gabber}
Jwé;NULL;NULL
Jácara;NULL;NULL
Jùjú music;NULL;Yoruba music
K-pop;{Bass guitar|Drum kit|Piano|Rapping|Drum machine|Keyboard instrument|Music sequencer|Singing|Synthesizer|Sampler (musical instrument)|Practice pad};{Folk music|Rock and roll|Rhythm and blues|Synthpop|Hip hop music|Jazz|Classical music|Dance music|Music of Korea}
Kacapi suling;NULL;NULL
Kadongo Kamu;{Bass guitar|Singing};Baganda music
Kaiso;NULL;{Kongo people|Music of West Africa}
Kajari;NULL;NULL
Kan ha diskan;NULL;NULL
Kansas City blues;{Bass guitar|Drum|Guitar|Harmonica|Piano|Saxophone|Trombone|Trumpet|Vocal music};{Jump blues|Jazz}
Kansas City jazz;{Clarinet|Drum|Double bass|Piano|Saxophone|Trumpet};{Blues|Ragtime|Big band|Swing music|Dixieland|Stride (music)|Bounty_Music}
Kanto (music);{Drum kit|Trombone|Trumpet|Violin|Cymbal};{Music of Turkey|Music of Greece|Music of Italy|Music of Armenia}
Kantrum;NULL;NULL
Kantu;NULL;NULL
Kapanirong;NULL;NULL
Kar (Turkish music);NULL;NULL
Katuli;NULL;NULL
Kavishari;NULL;NULL
Kayōkyoku;Human voice;Ryūkōka
Kenyan hip hop;Drum machine;Hip hop music
Kertok;NULL;NULL
Khaliji (music);NULL;NULL
Khaplam wai;NULL;NULL
Kidandali;{Bass guitar|Trumpet|Keyboard instrument|Singing|Electric guitar};{Ragga|Soukous|Kadongo Kamu}
Kindie rock;NULL;NULL
Kizomba;NULL;{Compas|Semba}
Klezmer;{Accordion|Clarinet|Double bass|Piano|Trombone|Trumpet|Violin|Cimbalom};{Bukovina|Bessarabia|Music of Poland|Music of Turkey|Music of Greece|Music of Hungary|Music of Romania|Music of Ukraine}
Klezmer fiddle;{Accordion|Clarinet|Piano|Trombone|Trumpet|Violin|Cimbalom|Poyk};{Bukovina|Bessarabia|Music of Turkey|Music of Greece|Music of Romania|Music of Ukraine}
Kliningan;NULL;NULL
Kolomyjka;NULL;NULL
Kont;NULL;NULL
Koothu;Mridangam;{Ancient Tamil music|Dance forms of Tamil Nadu}
Korean court music;NULL;NULL
Korean hip hop;{Hip hop music|Keyboard instrument|Sampler (musical instrument)|DJ mixer|Direct-drive turntable};Hip hop music
Kozachok;NULL;NULL
Kpanlogo;NULL;NULL
Krautrock;{Bass guitar|Drum kit|Guitar|Keyboard instrument|Singing|Synthesizer};{Funk|Psychedelic rock|Progressive rock|Experimental rock|Electronic music|Jazz|Avant-garde|Experimental music}
Kroncong;Singing;Music of Portugal
Kuduro;{Human voice|Drum machine|Personal computer};{House music|Soca music|Zouk|Techno}
Kuku (music);NULL;NULL
Kulintang;Agung;Music of Southeast Asia
Kundiman;Singing;Philippine folk music
Kwaito;{Percussion instrument|Drum machine|Singing|Synthesizer|Sampler (musical instrument)};{Dancehall|Hip house|Hip hop music|Music of South Africa}
Kwakwaka'wakw music;NULL;NULL
Könsrock;Drum machine;{Punk rock|Shock rock|Post-punk}
L-pop;{Piano|Keyboard instrument|Music sequencer|Singing|Synthesizer|Sampler (musical instrument)};{Pop music|Rhythm and blues|Hip hop music|Electronic dance music}
LGBT hip hop;NULL;{Hip hop music|Queer theory|Third-wave feminism}
LGBT music;List of musical instruments;{Gay|Transgender|Bisexuality|Lesbian|List of popular music genres}
Lam luang;NULL;NULL
Lam saravane;NULL;NULL
Langgam jawa;NULL;NULL
Latin ballad;{Guitar|Orchestra|Piano};Bolero
Latin house;{Percussion instrument|Drum machine|Music sequencer|Synthesizer|Sampler (musical instrument)};{House music|Reggae|Music of Latin America|Dancehall|Reggaeton|Electronic dance music|Hip hop}
Latin jazz;NULL;{Brazil|New York|Jazz|Music of Brazil|Music of Cuba}
Latin metal;{Bass guitar|Drum kit|Singing|Electric guitar|Latin percussion};{Heavy metal music|World music|Music of Latin America|Latin music (genre)|Rock en español|Spanish rock}
Latin music (genre);NULL;{Music of Latin America|Music of Spain|Music of Portugal}
Latin pop;{Accordion|Bass guitar|Drum kit|Piano|Tambourine|Trombone|Trumpet|Drum machine|Keyboard instrument|Cowbell (instrument)|Conga|Bongo drum|Timbales|Claves|Spanish guitar};{Pop music|Latin music (genre)}
Latin rock;NULL;{Funk|Rock and roll|Rock music|Rhythm and blues|Music of Latin America|Soul|List of Caribbean music genres}
Latin soul;NULL;{Mambo (music)|Soul music|Latin jazz}
Latino hip hop;{Bass guitar|Drum kit|Guitar|Piano|Rapping|Drum machine|Singing|Digital audio workstation|Synthesizer|Beatboxing|Sampler (musical instrument)|Turntablism};Hip hop music
Latvian rock;NULL;NULL
Leeds hip-hop;{Drum kit|Drum machine};{Funk|Hip hop music|Jazz}
Lento Violento;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{Hardcore (electronic dance music genre)|Hardstyle|Acid trance|Tribal house|Italo dance|Techno}
Lewoz;NULL;NULL
Liquid funk;{Phonograph|Drum machine|Music sequencer|Synthesizer|Personal computer|Sampler (musical instrument)};{Drum and bass|Funk|Trance music|Breakbeat hardcore|Ambient music|Soca music|Acid jazz|Post-disco|Latin music (genre)}
List of folktronica musicians;NULL;NULL
List of hardcore punk subgenres;NULL;NULL
Livetronica;{Drum|Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{Electronica|Jam band}
Lo-fi music;NULL;{Punk rock|Rock and roll|Garage rock}
Logobi;NULL;NULL
Loop rock;{Bass guitar|Effects unit|Drum machine|Keyboard instrument|Singing|Electric guitar};{Indie rock|Math rock}
Louisiana blues;{Bass guitar|Drum kit|Guitar|Harmonica|Saxophone|Keyboard instrument};{Blues|Rhythm and blues|Zydeco|Dixieland}
Lounge music;{Drum|Guitar|Piano|Vibraphone};{Mambo (music)|Big band|Swing music|Bossa nova|Exotica|Space age pop|Jazz|Cha-cha-chá (music)|Music of Polynesia}
Lounge rock;NULL;NULL
Lovers rock;{Bass guitar|Drum kit|Guitar};{Reggae|Rhythm and blues|Soul music}
Low Bap;{Guitar|Piano|Drum machine|Sampler (musical instrument)|Turntablism};Hip hop music
Lowercase (music);Field recording;{Ambient music|Minimalism|Experimental music}
Lu (music);NULL;NULL
Luk krung;NULL;NULL
Luk thung;{Brass instrument|Electronic musical instrument|Traditional Thai musical instruments};Phleng Thai sakon
Madhya laya;NULL;NULL
Madih nabawi;NULL;NULL
Maggio drammatico;NULL;NULL
Mainstream hardcore;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)|Bitcrusher};Gabber
Mainstream rock;NULL;NULL
Makossa;{Bass guitar|Drum kit|Human voice|Horn section|Electric guitar};{Afrobeat|Disco|Highlife|Soukous}
Malaysian pop;{Bass guitar|Drum kit|Piano|Drum machine|Keyboard instrument|Music sequencer|Singing|Synthesizer|Sampler (musical instrument)};{Pop music|Rock music|Rhythm and blues|Hip hop music|Electronic dance music}
Maloya;{Percussion instrument|Singing|Musical bow};NULL
Mambo (music);{Double bass|Piano|Saxophone|Trombone|Trumpet|Conga|Cajón|Bongo drum|Timbales|Claves};{Swing music|Danzón}
Mandopop;{Drum|Guitar|Piano|Violin|Singing|Synthesizer};{Folk music|Pop music|Chinese rock|Chinese hip hop|Music of China}
Manele;{Accordion|Bass guitar|Clarinet|Drum kit|Pan flute|Saxophone|Tambourine|Synthesizer|Electric violin|Whistle|Contrabass};{Music of Turkey|Music of Greece|Music of Romania|Arabic music|Music of Bulgaria|Music of Serbia}
Mangue Bit;{Bass guitar|Drum kit|Guitar|Percussion instrument|Vocal music|Sampler (musical instrument)|Alfaia};{Funk|Heavy metal music|Art rock|Hardcore punk|Alternative rock|Forró|Hip hop music|Electronic music|Frevo|Maracatu|Coco (music)}
Manila Sound;{Bass guitar|Drum kit|Piano|Singing|Acoustic guitar};{Disco|Rock and roll|Philippine folk music|Kundiman|Jazz|Taglish}
Marabi;NULL;{Blues|Ragtime|Jazz|Traditional_South_African_folk}
Mariachi;{Accordion|Guitar|Harp|Trumpet|Violin|Guitarrón mexicano|Guitarra de golpe|Mexican vihuela};{Son jalisciense|Son_planeco}
Maroon music;NULL;NULL
Marrabenta;{Drum kit|Guitar|Mandolin};Mozambique
Martial industrial;NULL;{Industrial music|Neoclassical dark wave|Dark ambient|Neofolk|Post-industrial music|March (music)}
Martinetes;NULL;NULL
Mashup (music);{Phonograph|Music sequencer|Mixing console|Sampler (musical instrument)|Audio editing software};{Pop music|Rock music|Electronic music}
Mata-kantiga;NULL;NULL
Math rock;NULL;{Art rock|Progressive rock|Indie rock|Avant-garde jazz|Noise rock|Minimal music|Post-hardcore|Punk jazz|Post-punk|Experimental rock}
Mathcore;{Bass guitar|Drum kit|Singing|Electric guitar};{Grindcore|Math rock|Metalcore}
Mawwal;NULL;NULL
Mbalax;NULL;{Soukous|Serer people|Wolof music|Music of the Democratic Republic of the Congo}
Mbaqanga;NULL;{Marabi|Kwela}
Mbube (genre);Singing;NULL
Medieval folk rock;{Bass guitar|Bagpipes|Percussion instrument|Woodwind instrument|String instrument|Hurdy-gurdy|Singing|Shawm|Tromba marina|Electric guitar|List of medieval musical instruments};{Rock music|Folk rock|Electric folk|Progressive folk|Early music}
Medieval metal;{Bagpipes|Harp|Lute|Percussion instrument|Woodwind instrument|String instrument|Hurdy-gurdy|Singing|Shawm|Synthesizer|Electric guitar};{Folk metal|Neue Deutsche Härte|Medieval folk rock|Neo-Medieval music}
Melodic death metal;{Bass guitar|Drum kit|Keyboard instrument|Singing|Acoustic guitar|Electric guitar};{Black metal|Death metal|Thrash metal|Power metal|New Wave of British Heavy Metal}
Melodic funk;{Phonograph|Human voice|Drum machine|Synthesizer|Sampler (musical instrument)};{Contemporary R&B|Funk carioca|Freestyle music}
Melodic hardcore;{Bass guitar|Drum kit|Singing|Electric guitar};Hardcore punk
Melodic metalcore;{Bass guitar|Drum kit|Singing|Death growl|Electric guitar};{Melodic death metal|Metalcore}
Memphis blues;{Drum kit|Harmonica|Piano|Singing|Electric guitar};{Blues|Delta blues|Country blues}
Memphis soul;{Bass guitar|Drum kit|French horn|Organ (music)|Singing};{Rhythm and blues|Gospel music|Southern soul}
Mento;{Banjo|Acoustic guitar|Bongo drum|Hand drum|Marímbula};{Calypso music|Kaiso|Kumina}
Merengue music;{Accordion|Bass guitar|Guitar|Piano|Saxophone|Trombone|Trumpet|Tuba|Güira|Conga|Timbales|Jam block|Tambora (Dominican drum)};NULL
Merong;NULL;NULL
Metalcore;{Bass guitar|Drum kit|Singing|Screaming (music)|Death growl|Electric guitar};{Hardcore punk|Extreme metal|Crossover thrash}
Metelytsia;NULL;NULL
Mexican pop music;{Bass guitar|Drum kit|Drum machine|Keyboard instrument|Synthesizer|Electric guitar|Turntablism|Hip hop};{Disco|Rock and roll|Reggae|Rhythm and blues|Hip hop music|Jazz|Dance music}
Mezwed;NULL;NULL
Miami bass;{Phonograph|Drum machine|Roland TR-808|Synthesizer|Beatboxing|Sampler (musical instrument)};{Breakbeat|Electro (music)|Hip hop music|Bass music}
Microhouse;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)|Music software|Circuit bending};{House music|Intelligent dance music|Chicago house|Glitch (music)|Minimal music|Minimal techno|Acid house|Bitpop|Electronic music}
Midwest hip hop;{Phonograph|Rapping|Drum machine|Synthesizer|Sampler (musical instrument)};{Motown|Hip hop music}
Mini-jazz;{Bass guitar|Drum|Guitar|Keyboard instrument|Synthesizer|Conga|Horn section|Cowbell|Tanbou};{Méringue|Jazz}
Minimal music;NULL;{Serialism|Indian classical music|Experimental music|Process music}
Minimal techno;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{Detroit techno|Acid house}
Minimal wave;{Drum machine|Synthesizer|Circuit bending};{New wave music|Synthpop|Cold wave (music)|Post-punk}
Minneapolis sound;{Drum kit|Drum machine|Keyboard instrument|Synthesizer|Electric guitar};{Funk|New wave music|Pop music|Rock music|Synthpop}
Mirror canon;NULL;NULL
Mirror fugue;NULL;NULL
Mod revival;NULL;{New wave music|Punk rock|Reggae|Rhythm and blues|Ska|Soul music|Pub rock (United Kingdom)|Power pop|Beat music|Jazz|Mod (subculture)}
Modal jazz;{Drum|Double bass|Piano|Saxophone|Trumpet};{Cool jazz|Music of India|Jazz|Medieval music}
Montuno;NULL;NULL
Moombahton;NULL;{House music|Dub music|Reggaeton|Electro house}
Morenada;{Trumpet|Tuba|Bass drum|Cymbal|Ratchet (instrument)};NULL
Morna (music);{Accordion|Clarinet|Guitar|Piano|Violin|Singing|Cavaquinho};NULL
Moroccan pop;{Bass guitar|Drum machine|Keyboard instrument|Electric guitar};{Pop music|Music of Morocco}
Mugham;{Kamancheh|Tar (string instrument)|Naqareh|Daf|Balaban (instrument)};NULL
Museve;NULL;NULL
Music in Astrakhan Oblast;NULL;NULL
Music in Dagestan;NULL;NULL
Music in Ingushetia;NULL;NULL
Music in Khakassia;NULL;NULL
Music in Krasnodar Krai;NULL;NULL
Music in Mordovia;NULL;NULL
Music in Nenets Autonomous Okrug;NULL;NULL
Music in Rostov Oblast;NULL;NULL
Music in Tatarstan;NULL;NULL
Music in the Komi Republic;NULL;NULL
Music in the Udmurt Republic;NULL;NULL
Music of Alberta;NULL;NULL
Music of British Columbia;NULL;NULL
Music of Guangdong;NULL;NULL
Music of Guangxi;NULL;NULL
Music of Guizhou;NULL;NULL
Music of Hebei;NULL;NULL
Music of Henan;NULL;NULL
Music of Hubei;NULL;NULL
Music of Innsbruck;NULL;NULL
Music of Jharkhand;NULL;NULL
Music of Jiangxi;NULL;NULL
Music of Jilin;NULL;NULL
Music of Kalmykia;NULL;NULL
Music of Krasnoyarsk Krai;NULL;NULL
Music of Latin America;NULL;{Indigenous peoples of the Americas|Music of Spain|Music of Africa|Music of France|Classical music|Music of Portugal}
Music of Limousin;NULL;NULL
Music of Melanesia;NULL;NULL
Music of Navarre and La Rioja;NULL;NULL
Music of Pécs;NULL;NULL
Music of San Marino;NULL;NULL
Music of Sumatra;NULL;NULL
Music of Transylvania;NULL;NULL
Music of West Africa;NULL;NULL
Music of Wyoming;NULL;NULL
Music of the Andaman and Nicobar Islands;NULL;NULL
Music of the Austral Islands;NULL;NULL
Music of the Cayman Islands;NULL;NULL
Music of the Marshall Islands;NULL;NULL
Musicianship of Brian Wilson;NULL;{Rock and roll|Rhythm and blues|Traditional pop music|Doo-wop|Boogie-woogie|Surf music|Girl group|Art pop|Experimental pop|Religious music|Psychedelia}
Musique concrète;NULL;NULL
Mutu (music);NULL;NULL
Mákina;{Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{Trance music|Bouncy techno|Eurodance}
Méringue;{Bass guitar|Guitar|Piano|Saxophone|Trombone|Trumpet|Acoustic guitar|Conga|Horn section|Cowbell|Tanbou};NULL
Métis fiddle;{Old time fiddle|Drum|Guitar};{Jig|Reel|Strathspays}
Música sertaneja;{Accordion|Classical guitar|Drum kit|Percussion instrument|Violin|Keyboard instrument|Electric guitar|Viola caipira};{Country music|Fandango}
Naattupurapaattu;NULL;NULL
Nagauta;NULL;NULL
Nagoya kei;{Bass guitar|Drum kit|Guitar|Keyboard instrument};Visual kei
Nakasi;NULL;NULL
Nangma;NULL;NULL
Narcocorrido;{Accordion|Drum kit|Trumpet|Tuba|Singing|Acoustic guitar|Bajo sexto};{Polka|Mariachi|Ranchera|Norteño (music)|Banda (music)}
Nardcore;{Bass guitar|Drum kit|Singing|Electric guitar};Hardcore punk
Narodna muzika;NULL;NULL
Nashville sound;{Banjo|Bass guitar|Drum|Guitar|Singing|String (music)};{Country music|Pop music}
National Socialist black metal;{Bass guitar|Drum kit|Singing|Electric guitar};{Black metal|Rock Against Communism}
Nayda;NULL;NULL
Nazi punk;NULL;{Punk rock|Hardcore punk|Oi!|White power music}
Ndombolo;{Brass instrument|Acoustic bass guitar|Fingerstyle guitar};{Soukous|Congolese rumba}
Nederbeat;{Bass guitar|Drum kit|Piano|Keyboard instrument|Acoustic guitar|Electric guitar};{Nederpop|Garage rock|Beat music}
Nederpop;Electric guitar;{Pop music|Rock music}
Neo-progressive rock;{Bass guitar|Drum kit|Guitar|Piano|Keyboard instrument};{Funk|Heavy metal music|New wave music|Punk rock|Symphonic rock|Art rock|Progressive rock|Hard rock|Space rock|Pop rock}
Neo-psychedelia;{Bass guitar|Drum kit|Keyboard instrument|Synthesizer|Electric guitar};{Psychedelic rock|Indie rock|Alternative rock|Space rock|Acid rock|Psychedelic soul|Psychedelic pop|Post-punk}
Neo soul;{Bass guitar|Drum kit|Rapping|Drum machine|Organ (music)|Singing|Electric piano|Synthesizer|Electric guitar};{Funk|House music|Pop music|Soul music|Jazz fusion|Contemporary R&B|Jazz-funk|Hip hop music|Electronic music|Jazz|Music of Africa|Quiet storm}
Neoclassical dark wave;NULL;{Ambient music|Gothic rock|Dark wave|Ethereal wave|Classical period (music)|Early music|Neoclassicism (music)}
Neoclassical metal;{Bass guitar|Drum kit|Keyboard instrument|Singing|Electric guitar};{Speed metal|Progressive rock|Traditional heavy metal|Shred guitar|Classical music}
Neofolk;NULL;{Folk music|Industrial music|Folk rock|Dark wave|Post-punk|Experimental music}
Neon pop;NULL;Pop punk
Neotraditional country;{Dobro|Bass guitar|Drum kit|Guitar|Harmonica|Mandolin|Fiddle|Steel guitar};Country music
Nerd-folk;{Electronic musical instrument|Folk instrument};Contemporary folk music
Nerdcore;{Rapping|Programming (music)};{Experimental hip hop|Alternative hip hop|Underground hip hop}
Neue Deutsche Härte;NULL;{Electronica|Industrial music|Alternative metal|Neue Deutsche Welle|Groove metal|Techno}
Neue Deutsche Todeskunst;{Bass guitar|Drum kit|Guitar|Synthesizer};{Gothic rock|Dark wave|Neoclassical dark wave|German philosophy|German rock}
Neue Deutsche Welle;{Bass guitar|Drum kit|Guitar|Drum machine|Synthesizer|Electric guitar};{New wave music|Synthpop|Krautrock|Pop rock|Post-punk|Schlager music}
Neurofunk;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Personal computer|Sampler (musical instrument)};{Drum and bass|Funk|House music|Techstep|Dark ambient|Techno|Jazz}
New-age music;{Drum kit|Flute|Harp|Piano|String instrument|Waterfall|Sitar|Music sequencer|Organ (music)|Whale vocalization|Acoustic guitar|Synthesizer|Tabla|Electric guitar|Sampler (musical instrument)|Folk instrument|Tanpura|Found object};{Folk music|World music|Progressive rock|Ambient music|Minimal music|Electronic music|Classical music}
New Acoustic Music;NULL;NULL
New Beat;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Electronic drum};{Industrial music|Synthpop|Electronic body music|Detroit techno|Dark wave|Hi-NRG|Acid house|Post-punk}
New Chilean cumbia;NULL;Cumbia villera
New Jersey hardcore;{Bass guitar|Drum kit|Singing|Electric guitar};{Punk rock|Hardcore punk|Thrash metal|Street punk}
New Mexico music;{Dobro|Accordion|Banjo|Bass guitar|Double bass|Drum kit|Flute|Guitar|Harp|Mandolin|Piano|Saxophone|Snare drum|Trumpet|Keyboard instrument|Melodica|Organ (music)|Singing|Electronic organ|Acoustic guitar|Synthesizer|Electric guitar|Fiddle|Steel guitar|Pedal steel guitar|Spanish guitar|Bajo sexto|Drum stick|Whistle|Rattle (percussion instrument)|Anasazi flute|Bullroarer|Rasp};{Country music|Rock and roll|Rock music|Rockabilly|Norteño (music)|Latin music (genre)|Jazz|Corrido|Pueblo music}
New Music (style);NULL;{New wave music|Pop music|World music|Post-punk|Electronic dance music}
New Orleans blues;{Bass guitar|Drum kit|Guitar|Saxophone|Keyboard instrument};{Blues|Rhythm and blues|Calypso music|Dixieland}
New Orleans rhythm and blues;{Brass instrument|Piano};{Rhythm and blues|Music of Louisiana}
New Orleans soul;{Piano|Saxophone|Singing};{Pop music|Gospel music|Boogie-woogie|Southern soul}
New Wave of American Heavy Metal;{Bass guitar|Drum kit|Singing|Electric guitar};{Nu metal|Punk rock|Thrash metal|Alternative metal|Groove metal}
New Wave of British Heavy Metal;NULL;{Heavy metal music|Punk rock|Progressive rock|Hard rock}
New York blues;{Brass instrument|Double bass|Drum kit|Piano|Saxophone|Rhythm guitar};Jump blues
New York hardcore;{Bass guitar|Drum kit|Singing|Electric guitar};{Punk rock|Hardcore punk|Thrash metal|Oi!|Crossover thrash|Street punk}
New Yorkshire;NULL;NULL
New jack swing;NULL;{House music|Pop music|Soul music|Swing music|Contemporary R&B|Hip hop music|Dance music}
New rave;{Bass guitar|Drum kit|Guitar|Percussion instrument|Drum machine|Synthesizer};{New wave music|Breakbeat hardcore|Indie rock|Rave music|Mashup (music)|Dance-punk|Post-punk revival|Electronic rock|Acid house|Techno|Electro house|Experimental music|Grindie}
New wave music;NULL;{Disco|Funk|Punk rock|Reggae|Ska|Glam rock|Art rock|Bubblegum pop|Garage rock|Pub rock (United Kingdom)|Power pop|Electronic music|Experimental music}
New wave of new wave;Guitar;{New wave music|Alternative rock|Mod revival|Post-punk}
Nhã nhạc;NULL;NULL
Nhạc tài tử;NULL;NULL
Nintendocore;{Bass guitar|Drum kit|Keyboard instrument|Singing|Programming (music)|Synthesizer|Personal computer|Electric guitar};{Heavy metal music|Hardcore punk|Chiptune|Post-hardcore|Melodic metalcore|Video game music}
Njuup;NULL;{Drum|Singing|Serer religion|Sabar}
No-Fi;NULL;NULL
No wave;NULL;{Punk rock|Avant-garde music}
Noise Khanyile;{Drum kit|Percussion instrument};{Folk music|World music|Indie rock|Marabi|Pop rock|Kwela}
Noise music;NULL;{Free improvisation|Dada|Electronic music|Musique concrète|Surrealism|Fluxus|Performance art|Futurism|20th-century classical music|Electroacoustic music|Modernism (music)}
Noise pop;NULL;{Alternative rock|Power pop|Noise rock|Pop rock}
Noise rock;{Bass guitar|Drum kit|Electronic musical instrument|Singing|Electric guitar};{No wave|Punk rock|Psychedelic rock|Noise music|Hard rock|Garage rock|Avant-garde jazz|Krautrock|Experimental rock|Avant-garde music}
Nortec;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Personal computer|Sampler (musical instrument)};{Norteño (music)|Techno}
Norteño (music);{Accordion|Bass guitar|Double bass|Drum kit|Saxophone|Snare drum|Bajo sexto};{Polka|Bolero|Ranchera|Schottische|Corrido|Huapango|Waltz|Redova}
Northern soul;{Guitar|String instrument|Singing|Horn section};{Rhythm and blues|Soul music|Gospel music}
Northwest Wind;NULL;NULL
Novelty song;{Bass guitar|Drum kit|Guitar|Keyboard instrument};Popular music
Nu-disco;NULL;{Disco|House music|Hi-NRG|Italo house|Italo disco|Euro disco|French house|Boogie (genre)|Electro house}
Nu-funk;{Bass guitar|Clarinet|Double bass|Drum kit|Flute|Guitar|Piano|Saxophone|Trombone|Trumpet|Drum machine|Keyboard instrument|String instrument|Synthesizer|Turntablism};{Funk|Trip hop|Breakbeat|Electronica|Neo soul|Acid jazz|Contemporary R&B|Jazz-funk|Hip hop music|Big beat|P-Funk}
Nu gaze;{Bass guitar|Drum kit|Guitar|Keyboard instrument|Singing};Shoegazing
Nu jazz;NULL;{House music|Free improvisation|Jazz fusion|Acid jazz|Smooth jazz|Electronic dance music}
Nu metal;{Bass guitar|Drum kit|Rapping|Singing|Screaming (music)|Death growl|Synthesizer|Sampling (music)|Electric guitar|Turntablism};{Heavy metal music|Grunge|Hardcore punk|Alternative rock|Funk metal|Rap metal|Alternative metal|Industrial metal|Groove metal|Hip hop music}
Nueva Canción Chilena;{Bass guitar|Drum|Guitar|Pan flute|Charango};{Folk music|Latin America|Guitar|Andean music}
Nueva canción;{Bass guitar|Drum|Guitar|Pan flute|Charango};{Latin America|Guitar}
Nueva ola;{Bass guitar|Double bass|Drum kit|Piano|Saxophone|Electric guitar};{Pop music|Rock and roll|Bolero|Beat music}
Nuubaat;NULL;NULL
Nuyorican rap;{Piano|Rapping|Drum machine|Singing|Synthesizer|Sampler (musical instrument)};{East Coast hip hop|Reggaeton|Hip hop music|Latin hip hop}
Néo-trad;NULL;NULL
Nòva cançon;NULL;NULL
Nóta;NULL;NULL
Ogene;NULL;NULL
Oi!;{Bass guitar|Drum kit|Singing|Electric guitar};{Folk music|Punk rock|Ska|Glam rock|Pub rock (United Kingdom)|Skinhead|Football chant|Drinking song}
Old-time music;{Old time fiddle|Banjo|Guitar|Harmonica};{Gospel music|Tin Pan Alley|Appalachian music}
Old time fiddle;{Banjo|Guitar};{Music of the United Kingdom|Appalachian music}
Oldschool jungle;{Drum machine|Music sequencer|Synthesizer|Sampler (musical instrument)};{Funk|House music|Reggae|Breakbeat hardcore|Dub music|Dancehall|Hip hop music|Techno}
Oltului;NULL;NULL
Onkyokei;NULL;{Free improvisation|Lowercase (music)|Japanoise|Electronic music|Live electronic music}
Oppari;NULL;NULL
Oruro Diablada;{Trumpet|Tuba|Bass drum|Cymbal};{Andean music|Culture of Spain}
Outlaw country;{Banjo|Bass guitar|Drum|Guitar|Singing};{Country music|Progressive country}
Outsider house;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{House music|Noise music|Outsider music|Industrial music|Detroit techno|Dub music|Chicago house|Tech house|Deep house|Techno|Avant-garde|Hardtechno}
Outsider music;NULL;{Rock music|Lo-fi music|Experimental music|Avant-garde music}
Ovi (music);NULL;NULL
Pachanga;{Double bass|Piano|Trumpet|Güiro|Cowbell (instrument)|Conga|Bongo drum|Timbales};{Son montuno|Merengue music}
Pacific reggae;NULL;NULL
Pagan metal;{Bass guitar|Drum kit|Keyboard instrument|Electric guitar|Folk instrument};{Folk music|Viking metal|Folk metal|Extreme metal}
Pagan rock;{Bass guitar|Drum kit|Guitar|Singing|Synthesizer};{Gothic rock|Neofolk|Psychedelic folk|Ethereal wave|Neo-Medieval music}
